image_path,class_name,class_index,instance_name,split,width,height
apple/apple_2/apple_2_4_206_crop.png,apple,0,apple_2,train,74,73
apple/apple_3/apple_3_1_1_crop.png,apple,0,apple_3,train,80,81
apple/apple_3/apple_3_1_6_crop.png,apple,0,apple_3,train,81,81
apple/apple_3/apple_3_1_11_crop.png,apple,0,apple_3,train,83,80
apple/apple_3/apple_3_1_16_crop.png,apple,0,apple_3,train,83,78
apple/apple_3/apple_3_1_21_crop.png,apple,0,apple_3,train,84,79
apple/apple_3/apple_3_1_26_crop.png,apple,0,apple_3,train,90,79
apple/apple_3/apple_3_1_31_crop.png,apple,0,apple_3,train,85,79
apple/apple_3/apple_3_1_36_crop.png,apple,0,apple_3,train,83,79
apple/apple_3/apple_3_1_41_crop.png,apple,0,apple_3,train,84,79
apple/apple_3/apple_3_1_46_crop.png,apple,0,apple_3,train,87,79
apple/apple_3/apple_3_1_51_crop.png,apple,0,apple_3,train,84,80
apple/apple_3/apple_3_1_56_crop.png,apple,0,apple_3,train,85,81
apple/apple_3/apple_3_1_61_crop.png,apple,0,apple_3,train,82,82
apple/apple_3/apple_3_1_66_crop.png,apple,0,apple_3,train,84,82
apple/apple_3/apple_3_1_71_crop.png,apple,0,apple_3,train,82,82
apple/apple_3/apple_3_1_76_crop.png,apple,0,apple_3,train,81,82
apple/apple_3/apple_3_1_81_crop.png,apple,0,apple_3,train,82,82
apple/apple_3/apple_3_1_86_crop.png,apple,0,apple_3,train,82,81
apple/apple_3/apple_3_1_91_crop.png,apple,0,apple_3,train,80,82
apple/apple_3/apple_3_1_96_crop.png,apple,0,apple_3,train,85,82
apple/apple_3/apple_3_1_101_crop.png,apple,0,apple_3,train,83,82
apple/apple_3/apple_3_1_106_crop.png,apple,0,apple_3,train,81,80
apple/apple_3/apple_3_1_111_crop.png,apple,0,apple_3,train,84,80
apple/apple_3/apple_3_1_116_crop.png,apple,0,apple_3,train,86,81
apple/apple_3/apple_3_1_121_crop.png,apple,0,apple_3,train,84,80
apple/apple_3/apple_3_1_126_crop.png,apple,0,apple_3,train,85,80
apple/apple_3/apple_3_1_131_crop.png,apple,0,apple_3,train,88,80
apple/apple_3/apple_3_1_136_crop.png,apple,0,apple_3,train,87,81
apple/apple_3/apple_3_1_141_crop.png,apple,0,apple_3,train,85,80
apple/apple_3/apple_3_1_146_crop.png,apple,0,apple_3,train,88,82
apple/apple_3/apple_3_1_151_crop.png,apple,0,apple_3,train,81,82
apple/apple_3/apple_3_1_156_crop.png,apple,0,apple_3,train,81,83
apple/apple_3/apple_3_1_161_crop.png,apple,0,apple_3,train,85,82
apple/apple_3/apple_3_1_166_crop.png,apple,0,apple_3,train,81,81
apple/apple_3/apple_3_1_171_crop.png,apple,0,apple_3,train,79,82
apple/apple_3/apple_3_1_176_crop.png,apple,0,apple_3,train,83,82
apple/apple_3/apple_3_1_181_crop.png,apple,0,apple_3,train,78,81
apple/apple_3/apple_3_1_186_crop.png,apple,0,apple_3,train,80,81
apple/apple_3/apple_3_1_191_crop.png,apple,0,apple_3,train,80,80
apple/apple_3/apple_3_1_196_crop.png,apple,0,apple_3,train,81,81
apple/apple_3/apple_3_1_201_crop.png,apple,0,apple_3,train,83,77
apple/apple_3/apple_3_2_1_crop.png,apple,0,apple_3,train,79,81
apple/apple_3/apple_3_2_6_crop.png,apple,0,apple_3,train,80,81
apple/apple_3/apple_3_2_11_crop.png,apple,0,apple_3,train,80,82
apple/apple_3/apple_3_2_16_crop.png,apple,0,apple_3,train,82,81
apple/apple_3/apple_3_2_21_crop.png,apple,0,apple_3,train,83,80
apple/apple_3/apple_3_2_26_crop.png,apple,0,apple_3,train,83,79
apple/apple_3/apple_3_2_31_crop.png,apple,0,apple_3,train,83,82
apple/apple_3/apple_3_2_36_crop.png,apple,0,apple_3,train,83,83
apple/apple_3/apple_3_2_41_crop.png,apple,0,apple_3,train,83,82
apple/apple_3/apple_3_2_46_crop.png,apple,0,apple_3,train,83,81
apple/apple_3/apple_3_2_51_crop.png,apple,0,apple_3,train,84,81
apple/apple_3/apple_3_2_56_crop.png,apple,0,apple_3,train,80,83
apple/apple_3/apple_3_2_61_crop.png,apple,0,apple_3,train,80,83
apple/apple_3/apple_3_2_66_crop.png,apple,0,apple_3,train,79,83
apple/apple_3/apple_3_2_71_crop.png,apple,0,apple_3,train,79,82
apple/apple_3/apple_3_2_76_crop.png,apple,0,apple_3,train,78,81
apple/apple_3/apple_3_2_81_crop.png,apple,0,apple_3,train,79,81
apple/apple_3/apple_3_2_86_crop.png,apple,0,apple_3,train,78,81
apple/apple_3/apple_3_2_91_crop.png,apple,0,apple_3,train,76,81
apple/apple_3/apple_3_2_96_crop.png,apple,0,apple_3,train,78,81
apple/apple_3/apple_3_2_101_crop.png,apple,0,apple_3,train,79,82
apple/apple_3/apple_3_2_106_crop.png,apple,0,apple_3,train,81,82
apple/apple_3/apple_3_2_111_crop.png,apple,0,apple_3,train,81,82
apple/apple_3/apple_3_2_116_crop.png,apple,0,apple_3,train,86,79
apple/apple_3/apple_3_2_121_crop.png,apple,0,apple_3,train,82,78
apple/apple_3/apple_3_2_126_crop.png,apple,0,apple_3,train,82,79
apple/apple_3/apple_3_2_131_crop.png,apple,0,apple_3,train,84,79
apple/apple_3/apple_3_2_136_crop.png,apple,0,apple_3,train,83,79
apple/apple_3/apple_3_2_141_crop.png,apple,0,apple_3,train,87,80
apple/apple_3/apple_3_2_146_crop.png,apple,0,apple_3,train,83,80
apple/apple_3/apple_3_2_151_crop.png,apple,0,apple_3,train,81,80
apple/apple_3/apple_3_2_156_crop.png,apple,0,apple_3,train,79,80
apple/apple_3/apple_3_2_161_crop.png,apple,0,apple_3,train,78,81
apple/apple_3/apple_3_2_166_crop.png,apple,0,apple_3,train,78,81
apple/apple_3/apple_3_2_171_crop.png,apple,0,apple_3,train,77,80
apple/apple_3/apple_3_2_176_crop.png,apple,0,apple_3,train,77,82
apple/apple_3/apple_3_2_181_crop.png,apple,0,apple_3,train,78,83
apple/apple_3/apple_3_2_186_crop.png,apple,0,apple_3,train,78,82
apple/apple_3/apple_3_2_191_crop.png,apple,0,apple_3,train,79,80
apple/apple_3/apple_3_2_196_crop.png,apple,0,apple_3,train,81,80
apple/apple_3/apple_3_2_201_crop.png,apple,0,apple_3,train,81,82
apple/apple_3/apple_3_2_206_crop.png,apple,0,apple_3,train,82,81
apple/apple_3/apple_3_4_1_crop.png,apple,0,apple_3,train,76,72
apple/apple_3/apple_3_4_6_crop.png,apple,0,apple_3,train,78,73
apple/apple_3/apple_3_4_11_crop.png,apple,0,apple_3,train,79,73
apple/apple_3/apple_3_4_16_crop.png,apple,0,apple_3,train,77,72
apple/apple_3/apple_3_4_21_crop.png,apple,0,apple_3,train,78,72
apple/apple_3/apple_3_4_26_crop.png,apple,0,apple_3,train,78,75
apple/apple_3/apple_3_4_31_crop.png,apple,0,apple_3,train,78,75
apple/apple_3/apple_3_4_36_crop.png,apple,0,apple_3,train,76,73
apple/apple_3/apple_3_4_41_crop.png,apple,0,apple_3,train,73,75
apple/apple_3/apple_3_4_46_crop.png,apple,0,apple_3,train,75,74
apple/apple_3/apple_3_4_51_crop.png,apple,0,apple_3,train,76,75
apple/apple_3/apple_3_4_56_crop.png,apple,0,apple_3,train,74,76
apple/apple_3/apple_3_4_61_crop.png,apple,0,apple_3,train,72,75
apple/apple_3/apple_3_4_66_crop.png,apple,0,apple_3,train,73,76
apple/apple_3/apple_3_4_71_crop.png,apple,0,apple_3,train,71,75
apple/apple_3/apple_3_4_76_crop.png,apple,0,apple_3,train,74,76
apple/apple_3/apple_3_4_81_crop.png,apple,0,apple_3,train,74,76
apple/apple_3/apple_3_4_86_crop.png,apple,0,apple_3,train,74,75
apple/apple_3/apple_3_4_91_crop.png,apple,0,apple_3,train,74,75
apple/apple_3/apple_3_4_96_crop.png,apple,0,apple_3,train,76,76
apple/apple_3/apple_3_4_101_crop.png,apple,0,apple_3,train,78,74
apple/apple_3/apple_3_4_106_crop.png,apple,0,apple_3,train,79,74
apple/apple_3/apple_3_4_111_crop.png,apple,0,apple_3,train,76,73
apple/apple_3/apple_3_4_116_crop.png,apple,0,apple_3,train,77,70
apple/apple_3/apple_3_4_121_crop.png,apple,0,apple_3,train,77,70
apple/apple_3/apple_3_4_126_crop.png,apple,0,apple_3,train,79,71
apple/apple_3/apple_3_4_131_crop.png,apple,0,apple_3,train,77,71
apple/apple_3/apple_3_4_136_crop.png,apple,0,apple_3,train,78,72
apple/apple_3/apple_3_4_141_crop.png,apple,0,apple_3,train,77,72
apple/apple_3/apple_3_4_146_crop.png,apple,0,apple_3,train,77,73
apple/apple_3/apple_3_4_151_crop.png,apple,0,apple_3,train,78,73
apple/apple_3/apple_3_4_156_crop.png,apple,0,apple_3,train,74,76
apple/apple_3/apple_3_4_161_crop.png,apple,0,apple_3,train,75,75
apple/apple_3/apple_3_4_166_crop.png,apple,0,apple_3,train,74,76
apple/apple_3/apple_3_4_171_crop.png,apple,0,apple_3,train,74,75
apple/apple_3/apple_3_4_176_crop.png,apple,0,apple_3,train,75,75
apple/apple_3/apple_3_4_181_crop.png,apple,0,apple_3,train,75,75
apple/apple_3/apple_3_4_186_crop.png,apple,0,apple_3,train,76,75
apple/apple_3/apple_3_4_191_crop.png,apple,0,apple_3,train,75,74
apple/apple_3/apple_3_4_196_crop.png,apple,0,apple_3,train,77,74
apple/apple_4/apple_4_1_1_crop.png,apple,0,apple_4,train,80,82
apple/apple_4/apple_4_1_6_crop.png,apple,0,apple_4,train,80,82
apple/apple_4/apple_4_1_11_crop.png,apple,0,apple_4,train,77,82
apple/apple_4/apple_4_1_16_crop.png,apple,0,apple_4,train,80,82
apple/apple_4/apple_4_1_21_crop.png,apple,0,apple_4,train,80,81
apple/apple_4/apple_4_1_26_crop.png,apple,0,apple_4,train,81,82
apple/apple_4/apple_4_1_31_crop.png,apple,0,apple_4,train,83,82
apple/apple_4/apple_4_1_36_crop.png,apple,0,apple_4,train,79,79
apple/apple_4/apple_4_1_41_crop.png,apple,0,apple_4,train,80,79
apple/apple_4/apple_4_1_46_crop.png,apple,0,apple_4,train,84,79
apple/apple_4/apple_4_1_51_crop.png,apple,0,apple_4,train,83,78
apple/apple_4/apple_4_1_56_crop.png,apple,0,apple_4,train,84,80
apple/apple_4/apple_4_1_61_crop.png,apple,0,apple_4,train,85,81
apple/apple_4/apple_4_1_66_crop.png,apple,0,apple_4,train,83,82
apple/apple_4/apple_4_1_71_crop.png,apple,0,apple_4,train,81,79
apple/apple_4/apple_4_1_76_crop.png,apple,0,apple_4,train,82,83
apple/apple_4/apple_4_1_81_crop.png,apple,0,apple_4,train,82,78
apple/apple_4/apple_4_1_86_crop.png,apple,0,apple_4,train,82,83
apple/apple_4/apple_4_1_91_crop.png,apple,0,apple_4,train,84,82
apple/apple_4/apple_4_1_96_crop.png,apple,0,apple_4,train,80,82
apple/apple_4/apple_4_1_101_crop.png,apple,0,apple_4,train,82,82
apple/apple_4/apple_4_1_106_crop.png,apple,0,apple_4,train,82,83
apple/apple_4/apple_4_1_111_crop.png,apple,0,apple_4,train,81,83
apple/apple_4/apple_4_1_116_crop.png,apple,0,apple_4,train,80,81
apple/apple_4/apple_4_1_121_crop.png,apple,0,apple_4,train,81,81
apple/apple_4/apple_4_1_126_crop.png,apple,0,apple_4,train,82,81
apple/apple_4/apple_4_1_131_crop.png,apple,0,apple_4,train,83,81
apple/apple_4/apple_4_1_136_crop.png,apple,0,apple_4,train,84,81
apple/apple_4/apple_4_1_141_crop.png,apple,0,apple_4,train,86,81
apple/apple_4/apple_4_1_146_crop.png,apple,0,apple_4,train,82,81
apple/apple_4/apple_4_1_151_crop.png,apple,0,apple_4,train,84,81
apple/apple_4/apple_4_1_156_crop.png,apple,0,apple_4,train,84,82
apple/apple_4/apple_4_1_161_crop.png,apple,0,apple_4,train,85,82
apple/apple_4/apple_4_1_166_crop.png,apple,0,apple_4,train,83,82
apple/apple_4/apple_4_1_171_crop.png,apple,0,apple_4,train,81,82
apple/apple_4/apple_4_1_176_crop.png,apple,0,apple_4,train,81,82
apple/apple_4/apple_4_1_181_crop.png,apple,0,apple_4,train,80,83
apple/apple_4/apple_4_1_186_crop.png,apple,0,apple_4,train,84,82
apple/apple_4/apple_4_1_191_crop.png,apple,0,apple_4,train,81,82
apple/apple_4/apple_4_1_196_crop.png,apple,0,apple_4,train,77,82
apple/apple_4/apple_4_1_201_crop.png,apple,0,apple_4,train,81,82
apple/apple_4/apple_4_2_1_crop.png,apple,0,apple_4,train,77,83
apple/apple_4/apple_4_2_6_crop.png,apple,0,apple_4,train,78,82
apple/apple_4/apple_4_2_11_crop.png,apple,0,apple_4,train,77,83
apple/apple_4/apple_4_2_16_crop.png,apple,0,apple_4,train,82,83
apple/apple_4/apple_4_2_21_crop.png,apple,0,apple_4,train,78,83
apple/apple_4/apple_4_2_26_crop.png,apple,0,apple_4,train,79,83
apple/apple_4/apple_4_2_31_crop.png,apple,0,apple_4,train,80,81
apple/apple_4/apple_4_2_36_crop.png,apple,0,apple_4,train,81,79
apple/apple_4/apple_4_2_41_crop.png,apple,0,apple_4,train,80,79
apple/apple_4/apple_4_2_46_crop.png,apple,0,apple_4,train,83,79
apple/apple_4/apple_4_2_51_crop.png,apple,0,apple_4,train,80,80
apple/apple_4/apple_4_2_56_crop.png,apple,0,apple_4,train,79,81
apple/apple_4/apple_4_2_61_crop.png,apple,0,apple_4,train,79,82
apple/apple_4/apple_4_2_66_crop.png,apple,0,apple_4,train,78,82
apple/apple_4/apple_4_2_71_crop.png,apple,0,apple_4,train,78,82
apple/apple_4/apple_4_2_76_crop.png,apple,0,apple_4,train,75,82
apple/apple_4/apple_4_2_81_crop.png,apple,0,apple_4,train,76,82
apple/apple_4/apple_4_2_86_crop.png,apple,0,apple_4,train,77,82
apple/apple_4/apple_4_2_91_crop.png,apple,0,apple_4,train,77,81
apple/apple_4/apple_4_2_96_crop.png,apple,0,apple_4,train,78,80
apple/apple_4/apple_4_2_101_crop.png,apple,0,apple_4,train,77,79
apple/apple_4/apple_4_2_106_crop.png,apple,0,apple_4,train,79,78
apple/apple_4/apple_4_2_111_crop.png,apple,0,apple_4,train,77,79
apple/apple_4/apple_4_2_116_crop.png,apple,0,apple_4,train,77,80
apple/apple_4/apple_4_2_121_crop.png,apple,0,apple_4,train,78,79
apple/apple_4/apple_4_2_126_crop.png,apple,0,apple_4,train,78,80
apple/apple_4/apple_4_2_131_crop.png,apple,0,apple_4,train,79,80
apple/apple_4/apple_4_2_136_crop.png,apple,0,apple_4,train,81,80
apple/apple_4/apple_4_2_141_crop.png,apple,0,apple_4,train,81,80
apple/apple_4/apple_4_2_146_crop.png,apple,0,apple_4,train,81,82
apple/apple_4/apple_4_2_151_crop.png,apple,0,apple_4,train,82,82
apple/apple_4/apple_4_2_156_crop.png,apple,0,apple_4,train,81,81
apple/apple_4/apple_4_2_161_crop.png,apple,0,apple_4,train,77,82
apple/apple_4/apple_4_2_166_crop.png,apple,0,apple_4,train,78,81
apple/apple_4/apple_4_2_171_crop.png,apple,0,apple_4,train,77,81
apple/apple_4/apple_4_2_176_crop.png,apple,0,apple_4,train,76,81
apple/apple_4/apple_4_2_181_crop.png,apple,0,apple_4,train,77,83
apple/apple_4/apple_4_2_186_crop.png,apple,0,apple_4,train,78,83
apple/apple_4/apple_4_2_191_crop.png,apple,0,apple_4,train,80,83
apple/apple_4/apple_4_2_196_crop.png,apple,0,apple_4,train,78,83
apple/apple_4/apple_4_2_201_crop.png,apple,0,apple_4,train,79,83
apple/apple_4/apple_4_2_206_crop.png,apple,0,apple_4,train,79,83
apple/apple_4/apple_4_2_211_crop.png,apple,0,apple_4,train,80,82
apple/apple_4/apple_4_2_216_crop.png,apple,0,apple_4,train,80,81
apple/apple_4/apple_4_2_221_crop.png,apple,0,apple_4,train,80,79
apple/apple_4/apple_4_4_1_crop.png,apple,0,apple_4,train,74,75
apple/apple_4/apple_4_4_6_crop.png,apple,0,apple_4,train,74,75
apple/apple_4/apple_4_4_11_crop.png,apple,0,apple_4,train,73,75
apple/apple_4/apple_4_4_16_crop.png,apple,0,apple_4,train,74,75
apple/apple_4/apple_4_4_21_crop.png,apple,0,apple_4,train,72,76
apple/apple_4/apple_4_4_26_crop.png,apple,0,apple_4,train,74,75
apple/apple_4/apple_4_4_31_crop.png,apple,0,apple_4,train,74,73
apple/apple_4/apple_4_4_36_crop.png,apple,0,apple_4,train,72,73
apple/apple_4/apple_4_4_41_crop.png,apple,0,apple_4,train,73,74
apple/apple_4/apple_4_4_46_crop.png,apple,0,apple_4,train,73,75
apple/apple_4/apple_4_4_51_crop.png,apple,0,apple_4,train,75,76
apple/apple_4/apple_4_4_56_crop.png,apple,0,apple_4,train,76,76
apple/apple_4/apple_4_4_61_crop.png,apple,0,apple_4,train,74,77
apple/apple_4/apple_4_4_66_crop.png,apple,0,apple_4,train,77,77
apple/apple_4/apple_4_4_71_crop.png,apple,0,apple_4,train,78,77
apple/apple_4/apple_4_4_76_crop.png,apple,0,apple_4,train,75,75
apple/apple_4/apple_4_4_81_crop.png,apple,0,apple_4,train,75,76
apple/apple_4/apple_4_4_86_crop.png,apple,0,apple_4,train,73,76
apple/apple_4/apple_4_4_91_crop.png,apple,0,apple_4,train,72,76
apple/apple_4/apple_4_4_96_crop.png,apple,0,apple_4,train,73,77
apple/apple_4/apple_4_4_101_crop.png,apple,0,apple_4,train,72,76
apple/apple_4/apple_4_4_106_crop.png,apple,0,apple_4,train,75,76
apple/apple_4/apple_4_4_111_crop.png,apple,0,apple_4,train,76,77
apple/apple_4/apple_4_4_116_crop.png,apple,0,apple_4,train,75,74
apple/apple_4/apple_4_4_121_crop.png,apple,0,apple_4,train,73,75
apple/apple_4/apple_4_4_126_crop.png,apple,0,apple_4,train,76,73
apple/apple_4/apple_4_4_131_crop.png,apple,0,apple_4,train,76,73
apple/apple_4/apple_4_4_136_crop.png,apple,0,apple_4,train,78,73
apple/apple_4/apple_4_4_141_crop.png,apple,0,apple_4,train,77,71
apple/apple_4/apple_4_4_146_crop.png,apple,0,apple_4,train,76,71
apple/apple_4/apple_4_4_151_crop.png,apple,0,apple_4,train,77,71
apple/apple_4/apple_4_4_156_crop.png,apple,0,apple_4,train,77,71
